target_id,obs_id,source_dataset,source_group_id,area,date,reference_time,timestamp_source,role,selection_rank,granule_name,acquisition_start,delta_h,scene_coverage_ratio,coverage_set_ratio,coverage_complete,download_group_key,aoi_buffer_km,association_count
S1_S1A_IW_SLC__1SDV_20200307T230145_20200307T230212_031576_03A353_A3DE:scene,S1_S1A_IW_SLC__1SDV_20200307T230145_20200307T230212_031576_03A353_A3DE,deduplicated_global_s1,S1A_IW_SLC__1SDV_20200307T230145_20200307T230212_031576_03A353_A3DE,Global_S1,2020-03-07,2020-03-07T23:01:45Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20200307T230145_20200307T230212_031576_03A353_A3DE.SAFE,2020-03-07T23:01:45Z,0,1,1,True,S1A_IW_SLC__1SDV_20200307T230145_20200307T230212_031576_03A353_A3DE,30.0,1
S1_S1A_IW_SLC__1SDV_20200319T230120_20200319T230148_031751_03A974_084C:scene,S1_S1A_IW_SLC__1SDV_20200319T230120_20200319T230148_031751_03A974_084C,deduplicated_global_s1,S1A_IW_SLC__1SDV_20200319T230120_20200319T230148_031751_03A974_084C,Global_S1,2020-03-19,2020-03-19T23:01:20Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20200319T230120_20200319T230148_031751_03A974_084C.SAFE,2020-03-19T23:01:20Z,0,1,1,True,S1A_IW_SLC__1SDV_20200319T230120_20200319T230148_031751_03A974_084C,30.0,1
S1_S1A_IW_SLC__1SDV_20200324T230918_20200324T230945_031824_03AC13_825A:scene,S1_S1A_IW_SLC__1SDV_20200324T230918_20200324T230945_031824_03AC13_825A,deduplicated_global_s1,S1A_IW_SLC__1SDV_20200324T230918_20200324T230945_031824_03AC13_825A,Global_S1,2020-03-24,2020-03-24T23:09:18Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20200324T230918_20200324T230945_031824_03AC13_825A.SAFE,2020-03-24T23:09:18Z,0,1,1,True,S1A_IW_SLC__1SDV_20200324T230918_20200324T230945_031824_03AC13_825A,30.0,1
S1_S1A_IW_SLC__1SDV_20200404T155618_20200404T155645_031980_03B190_71E6:scene,S1_S1A_IW_SLC__1SDV_20200404T155618_20200404T155645_031980_03B190_71E6,deduplicated_global_s1,S1A_IW_SLC__1SDV_20200404T155618_20200404T155645_031980_03B190_71E6,Global_S1,2020-04-04,2020-04-04T15:56:18Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20200404T155618_20200404T155645_031980_03B190_71E6.SAFE,2020-04-04T15:56:18Z,0,1,1,True,S1A_IW_SLC__1SDV_20200404T155618_20200404T155645_031980_03B190_71E6,30.0,1
S1_S1A_IW_SLC__1SDV_20200404T155643_20200404T155710_031980_03B190_20B2:scene,S1_S1A_IW_SLC__1SDV_20200404T155643_20200404T155710_031980_03B190_20B2,deduplicated_global_s1,S1A_IW_SLC__1SDV_20200404T155643_20200404T155710_031980_03B190_20B2,Global_S1,2020-04-04,2020-04-04T15:56:43Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20200404T155643_20200404T155710_031980_03B190_20B2.SAFE,2020-04-04T15:56:43Z,0,1,1,True,S1A_IW_SLC__1SDV_20200404T155643_20200404T155710_031980_03B190_20B2,30.0,1
S1_S1A_IW_SLC__1SDV_20200506T180149_20200506T180216_032448_03C1F5_2D1D:scene,S1_S1A_IW_SLC__1SDV_20200506T180149_20200506T180216_032448_03C1F5_2D1D,deduplicated_global_s1,S1A_IW_SLC__1SDV_20200506T180149_20200506T180216_032448_03C1F5_2D1D,Global_S1,2020-05-06,2020-05-06T18:01:49Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20200506T180149_20200506T180216_032448_03C1F5_2D1D.SAFE,2020-05-06T18:01:49Z,0,1,1,True,S1A_IW_SLC__1SDV_20200506T180149_20200506T180216_032448_03C1F5_2D1D,30.0,1
S1_S1A_IW_SLC__1SDV_20200915T230129_20200915T230157_034376_03FF59_A9F7:scene,S1_S1A_IW_SLC__1SDV_20200915T230129_20200915T230157_034376_03FF59_A9F7,deduplicated_global_s1,S1A_IW_SLC__1SDV_20200915T230129_20200915T230157_034376_03FF59_A9F7,Global_S1,2020-09-15,2020-09-15T23:01:29Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20200915T230129_20200915T230157_034376_03FF59_A9F7.SAFE,2020-09-15T23:01:29Z,0,1,1,True,S1A_IW_SLC__1SDV_20200915T230129_20200915T230157_034376_03FF59_A9F7,30.0,1
S1_S1A_IW_SLC__1SDV_20200924T114547_20200924T114614_034500_0403CA_C05B:scene,S1_S1A_IW_SLC__1SDV_20200924T114547_20200924T114614_034500_0403CA_C05B,deduplicated_global_s1,S1A_IW_SLC__1SDV_20200924T114547_20200924T114614_034500_0403CA_C05B,Global_S1,2020-09-24,2020-09-24T11:45:47Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20200924T114547_20200924T114614_034500_0403CA_C05B.SAFE,2020-09-24T11:45:47Z,0,1,1,True,S1A_IW_SLC__1SDV_20200924T114547_20200924T114614_034500_0403CA_C05B,30.0,1
S1_S1A_IW_SLC__1SDV_20200924T114611_20200924T114638_034500_0403CA_2C6A:scene,S1_S1A_IW_SLC__1SDV_20200924T114611_20200924T114638_034500_0403CA_2C6A,deduplicated_global_s1,S1A_IW_SLC__1SDV_20200924T114611_20200924T114638_034500_0403CA_2C6A,Global_S1,2020-09-24,2020-09-24T11:46:11Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20200924T114611_20200924T114638_034500_0403CA_2C6A.SAFE,2020-09-24T11:46:11Z,0,1,1,True,S1A_IW_SLC__1SDV_20200924T114611_20200924T114638_034500_0403CA_2C6A,30.0,1
S1_S1A_IW_SLC__1SDV_20200926T235812_20200926T235839_034537_04050D_3686:scene,S1_S1A_IW_SLC__1SDV_20200926T235812_20200926T235839_034537_04050D_3686,deduplicated_global_s1,S1A_IW_SLC__1SDV_20200926T235812_20200926T235839_034537_04050D_3686,Global_S1,2020-09-26,2020-09-26T23:58:12Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20200926T235812_20200926T235839_034537_04050D_3686.SAFE,2020-09-26T23:58:12Z,0,1,1,True,S1A_IW_SLC__1SDV_20200926T235812_20200926T235839_034537_04050D_3686,30.0,1
S1_S1A_IW_SLC__1SDV_20200926T235837_20200926T235904_034537_04050D_97F3:scene,S1_S1A_IW_SLC__1SDV_20200926T235837_20200926T235904_034537_04050D_97F3,deduplicated_global_s1,S1A_IW_SLC__1SDV_20200926T235837_20200926T235904_034537_04050D_97F3,Global_S1,2020-09-26,2020-09-26T23:58:37Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20200926T235837_20200926T235904_034537_04050D_97F3.SAFE,2020-09-26T23:58:37Z,0,1,1,True,S1A_IW_SLC__1SDV_20200926T235837_20200926T235904_034537_04050D_97F3,30.0,1
S1_S1A_IW_SLC__1SDV_20201021T230129_20201021T230157_034901_0411BE_0FC7:scene,S1_S1A_IW_SLC__1SDV_20201021T230129_20201021T230157_034901_0411BE_0FC7,deduplicated_global_s1,S1A_IW_SLC__1SDV_20201021T230129_20201021T230157_034901_0411BE_0FC7,Global_S1,2020-10-21,2020-10-21T23:01:29Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20201021T230129_20201021T230157_034901_0411BE_0FC7.SAFE,2020-10-21T23:01:29Z,0,1,1,True,S1A_IW_SLC__1SDV_20201021T230129_20201021T230157_034901_0411BE_0FC7,30.0,1
S1_S1A_IW_SLC__1SDV_20201115T121211_20201115T121239_035259_041E24_CF73:scene,S1_S1A_IW_SLC__1SDV_20201115T121211_20201115T121239_035259_041E24_CF73,deduplicated_global_s1,S1A_IW_SLC__1SDV_20201115T121211_20201115T121239_035259_041E24_CF73,Global_S1,2020-11-15,2020-11-15T12:12:11Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20201115T121211_20201115T121239_035259_041E24_CF73.SAFE,2020-11-15T12:12:11Z,0,1,1,True,S1A_IW_SLC__1SDV_20201115T121211_20201115T121239_035259_041E24_CF73,30.0,1
S1_S1A_IW_SLC__1SDV_20201126T230129_20201126T230157_035426_0423E6_EF0A:scene,S1_S1A_IW_SLC__1SDV_20201126T230129_20201126T230157_035426_0423E6_EF0A,deduplicated_global_s1,S1A_IW_SLC__1SDV_20201126T230129_20201126T230157_035426_0423E6_EF0A,Global_S1,2020-11-26,2020-11-26T23:01:29Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20201126T230129_20201126T230157_035426_0423E6_EF0A.SAFE,2020-11-26T23:01:29Z,0,1,1,True,S1A_IW_SLC__1SDV_20201126T230129_20201126T230157_035426_0423E6_EF0A,30.0,1
S1_S1A_IW_SLC__1SDV_20201213T103905_20201213T103933_035666_042C30_CF3A:scene,S1_S1A_IW_SLC__1SDV_20201213T103905_20201213T103933_035666_042C30_CF3A,deduplicated_global_s1,S1A_IW_SLC__1SDV_20201213T103905_20201213T103933_035666_042C30_CF3A,Global_S1,2020-12-13,2020-12-13T10:39:05Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20201213T103905_20201213T103933_035666_042C30_CF3A.SAFE,2020-12-13T10:39:05Z,0,1,1,True,S1A_IW_SLC__1SDV_20201213T103905_20201213T103933_035666_042C30_CF3A,30.0,1
S1_S1A_IW_SLC__1SDV_20201213T103930_20201213T103957_035666_042C30_A1B7:scene,S1_S1A_IW_SLC__1SDV_20201213T103930_20201213T103957_035666_042C30_A1B7,deduplicated_global_s1,S1A_IW_SLC__1SDV_20201213T103930_20201213T103957_035666_042C30_A1B7,Global_S1,2020-12-13,2020-12-13T10:39:30Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20201213T103930_20201213T103957_035666_042C30_A1B7.SAFE,2020-12-13T10:39:30Z,0,1,1,True,S1A_IW_SLC__1SDV_20201213T103930_20201213T103957_035666_042C30_A1B7,30.0,1
S1_S1A_IW_SLC__1SDV_20201220T230128_20201220T230156_035776_042FF7_E623:scene,S1_S1A_IW_SLC__1SDV_20201220T230128_20201220T230156_035776_042FF7_E623,deduplicated_global_s1,S1A_IW_SLC__1SDV_20201220T230128_20201220T230156_035776_042FF7_E623,Global_S1,2020-12-20,2020-12-20T23:01:28Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20201220T230128_20201220T230156_035776_042FF7_E623.SAFE,2020-12-20T23:01:28Z,0,1,1,True,S1A_IW_SLC__1SDV_20201220T230128_20201220T230156_035776_042FF7_E623,30.0,1
S1_S1A_IW_SLC__1SDV_20210101T230127_20210101T230155_035951_04360B_049E:scene,S1_S1A_IW_SLC__1SDV_20210101T230127_20210101T230155_035951_04360B_049E,deduplicated_global_s1,S1A_IW_SLC__1SDV_20210101T230127_20210101T230155_035951_04360B_049E,Global_S1,2021-01-01,2021-01-01T23:01:27Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20210101T230127_20210101T230155_035951_04360B_049E.SAFE,2021-01-01T23:01:27Z,0,1,1,True,S1A_IW_SLC__1SDV_20210101T230127_20210101T230155_035951_04360B_049E,30.0,1
S1_S1A_IW_SLC__1SDV_20210123T104729_20210123T104755_036264_0440FD_9D34:scene,S1_S1A_IW_SLC__1SDV_20210123T104729_20210123T104755_036264_0440FD_9D34,deduplicated_global_s1,S1A_IW_SLC__1SDV_20210123T104729_20210123T104755_036264_0440FD_9D34,Global_S1,2021-01-23,2021-01-23T10:47:29Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20210123T104729_20210123T104755_036264_0440FD_9D34.SAFE,2021-01-23T10:47:29Z,0,1,1,True,S1A_IW_SLC__1SDV_20210123T104729_20210123T104755_036264_0440FD_9D34,30.0,1
S1_S1A_IW_SLC__1SDV_20210125T230126_20210125T230154_036301_04424B_8308:scene,S1_S1A_IW_SLC__1SDV_20210125T230126_20210125T230154_036301_04424B_8308,deduplicated_global_s1,S1A_IW_SLC__1SDV_20210125T230126_20210125T230154_036301_04424B_8308,Global_S1,2021-01-25,2021-01-25T23:01:26Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20210125T230126_20210125T230154_036301_04424B_8308.SAFE,2021-01-25T23:01:26Z,0,1,1,True,S1A_IW_SLC__1SDV_20210125T230126_20210125T230154_036301_04424B_8308,30.0,1
S1_S1A_IW_SLC__1SDV_20210702T161544_20210702T161611_038601_048E08_CDF5:scene,S1_S1A_IW_SLC__1SDV_20210702T161544_20210702T161611_038601_048E08_CDF5,deduplicated_global_s1,S1A_IW_SLC__1SDV_20210702T161544_20210702T161611_038601_048E08_CDF5,Global_S1,2021-07-02,2021-07-02T16:15:44Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20210702T161544_20210702T161611_038601_048E08_CDF5.SAFE,2021-07-02T16:15:44Z,0,1,1,True,S1A_IW_SLC__1SDV_20210702T161544_20210702T161611_038601_048E08_CDF5,30.0,1
S1_S1A_IW_SLC__1SDV_20240629T041520_20240629T041547_054533_06A303_E4CF:scene,S1_S1A_IW_SLC__1SDV_20240629T041520_20240629T041547_054533_06A303_E4CF,deduplicated_global_s1,S1A_IW_SLC__1SDV_20240629T041520_20240629T041547_054533_06A303_E4CF,Global_S1,2024-06-29,2024-06-29T04:15:20Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20240629T041520_20240629T041547_054533_06A303_E4CF.SAFE,2024-06-29T04:15:20Z,0,1,1,True,S1A_IW_SLC__1SDV_20240629T041520_20240629T041547_054533_06A303_E4CF,30.0,1
S1_S1A_IW_SLC__1SDV_20240705T160746_20240705T160813_054628_06A662_95B9:scene,S1_S1A_IW_SLC__1SDV_20240705T160746_20240705T160813_054628_06A662_95B9,deduplicated_global_s1,S1A_IW_SLC__1SDV_20240705T160746_20240705T160813_054628_06A662_95B9,Global_S1,2024-07-05,2024-07-05T16:07:46Z,s1_catalogue,scene,1,S1A_IW_SLC__1SDV_20240705T160746_20240705T160813_054628_06A662_95B9.SAFE,2024-07-05T16:07:46Z,0,1,1,True,S1A_IW_SLC__1SDV_20240705T160746_20240705T160813_054628_06A662_95B9,30.0,1
S1_S1B_IW_SLC__1SDV_20180128T220352_20180128T220419_009377_010D78_7518:scene,S1_S1B_IW_SLC__1SDV_20180128T220352_20180128T220419_009377_010D78_7518,deduplicated_global_s1,S1B_IW_SLC__1SDV_20180128T220352_20180128T220419_009377_010D78_7518,Global_S1,2018-01-28,2018-01-28T22:03:52Z,s1_catalogue,scene,1,S1B_IW_SLC__1SDV_20180128T220352_20180128T220419_009377_010D78_7518.SAFE,2018-01-28T22:03:52Z,0,1,1,True,S1B_IW_SLC__1SDV_20180128T220352_20180128T220419_009377_010D78_7518,30.0,1
S1_S1B_IW_SLC__1SDV_20180302T215217_20180302T215252_009858_011D4A_B9BD:scene,S1_S1B_IW_SLC__1SDV_20180302T215217_20180302T215252_009858_011D4A_B9BD,deduplicated_global_s1,S1B_IW_SLC__1SDV_20180302T215217_20180302T215252_009858_011D4A_B9BD,Global_S1,2018-03-02,2018-03-02T21:52:17Z,s1_catalogue,scene,1,S1B_IW_SLC__1SDV_20180302T215217_20180302T215252_009858_011D4A_B9BD.SAFE,2018-03-02T21:52:17Z,0,1,1,True,S1B_IW_SLC__1SDV_20180302T215217_20180302T215252_009858_011D4A_B9BD,30.0,1
S1_S1B_IW_SLC__1SDV_20180419T175807_20180419T175834_010556_0133F9_F753:scene,S1_S1B_IW_SLC__1SDV_20180419T175807_20180419T175834_010556_0133F9_F753,deduplicated_global_s1,S1B_IW_SLC__1SDV_20180419T175807_20180419T175834_010556_0133F9_F753,Global_S1,2018-04-19,2018-04-19T17:58:07Z,s1_catalogue,scene,1,S1B_IW_SLC__1SDV_20180419T175807_20180419T175834_010556_0133F9_F753.SAFE,2018-04-19T17:58:07Z,0,1,1,True,S1B_IW_SLC__1SDV_20180419T175807_20180419T175834_010556_0133F9_F753,30.0,1
S1_S1B_IW_SLC__1SDV_20180606T161440_20180606T161507_011255_014A7F_B0DC:scene,S1_S1B_IW_SLC__1SDV_20180606T161440_20180606T161507_011255_014A7F_B0DC,deduplicated_global_s1,S1B_IW_SLC__1SDV_20180606T161440_20180606T161507_011255_014A7F_B0DC,Global_S1,2018-06-06,2018-06-06T16:14:40Z,s1_catalogue,scene,1,S1B_IW_SLC__1SDV_20180606T161440_20180606T161507_011255_014A7F_B0DC.SAFE,2018-06-06T16:14:40Z,0,1,1,True,S1B_IW_SLC__1SDV_20180606T161440_20180606T161507_011255_014A7F_B0DC,30.0,1
S1_S1B_IW_SLC__1SDV_20180613T174848_20180613T174916_011358_014DB0_D584:scene,S1_S1B_IW_SLC__1SDV_20180613T174848_20180613T174916_011358_014DB0_D584,deduplicated_global_s1,S1B_IW_SLC__1SDV_20180613T174848_20180613T174916_011358_014DB0_D584,Global_S1,2018-06-13,2018-06-13T17:48:48Z,s1_catalogue,scene,1,S1B_IW_SLC__1SDV_20180613T174848_20180613T174916_011358_014DB0_D584.SAFE,2018-06-13T17:48:48Z,0,1,1,True,S1B_IW_SLC__1SDV_20180613T174848_20180613T174916_011358_014DB0_D584,30.0,1
S1_S1B_IW_SLC__1SDV_20180716T171912_20180716T171939_011839_015CA0_7ADE:scene,S1_S1B_IW_SLC__1SDV_20180716T171912_20180716T171939_011839_015CA0_7ADE,deduplicated_global_s1,S1B_IW_SLC__1SDV_20180716T171912_20180716T171939_011839_015CA0_7ADE,Global_S1,2018-07-16,2018-07-16T17:19:12Z,s1_catalogue,scene,1,S1B_IW_SLC__1SDV_20180716T171912_20180716T171939_011839_015CA0_7ADE.SAFE,2018-07-16T17:19:12Z,0,1,1,True,S1B_IW_SLC__1SDV_20180716T171912_20180716T171939_011839_015CA0_7ADE,30.0,1
S1_S1B_IW_SLC__1SDV_20180927T051820_20180927T051847_012896_017D0E_5078:scene,S1_S1B_IW_SLC__1SDV_20180927T051820_20180927T051847_012896_017D0E_5078,deduplicated_global_s1,S1B_IW_SLC__1SDV_20180927T051820_20180927T051847_012896_017D0E_5078,Global_S1,2018-09-27,2018-09-27T05:18:20Z,s1_catalogue,scene,1,S1B_IW_SLC__1SDV_20180927T051820_20180927T051847_012896_017D0E_5078.SAFE,2018-09-27T05:18:20Z,0,1,1,True,S1B_IW_SLC__1SDV_20180927T051820_20180927T051847_012896_017D0E_5078,30.0,1
S1_S1B_IW_SLC__1SDV_20181006T212352_20181006T212427_013037_018158_17E9:scene,S1_S1B_IW_SLC__1SDV_20181006T212352_20181006T212427_013037_018158_17E9,deduplicated_global_s1,S1B_IW_SLC__1SDV_20181006T212352_20181006T212427_013037_018158_17E9,Global_S1,2018-10-06,2018-10-06T21:23:52Z,s1_catalogue,scene,1,S1B_IW_SLC__1SDV_20181006T212352_20181006T212427_013037_018158_17E9.SAFE,2018-10-06T21:23:52Z,0,1,1,True,S1B_IW_SLC__1SDV_20181006T212352_20181006T212427_013037_018158_17E9,30.0,1
S1_S1B_IW_SLC__1SDV_20181024T181653_20181024T181720_013298_01895D_122A:scene,S1_S1B_IW_SLC__1SDV_20181024T181653_20181024T181720_013298_01895D_122A,deduplicated_global_s1,S1B_IW_SLC__1SDV_20181024T181653_20181024T181720_013298_01895D_122A,Global_S1,2018-10-24,2018-10-24T18:16:53Z,s1_catalogue,scene,1,S1B_IW_SLC__1SDV_20181024T181653_20181024T181720_013298_01895D_122A.SAFE,2018-10-24T18:16:53Z,0,1,1,True,S1B_IW_SLC__1SDV_20181024T181653_20181024T181720_013298_01895D_122A,30.0,1
S1_S1B_IW_SLC__1SDV_20181024T181717_20181024T181744_013298_01895D_793F:scene,S1_S1B_IW_SLC__1SDV_20181024T181717_20181024T181744_013298_01895D_793F,deduplicated_global_s1,S1B_IW_SLC__1SDV_20181024T181717_20181024T181744_013298_01895D_793F,Global_S1,2018-10-24,2018-10-24T18:17:17Z,s1_catalogue,scene,1,S1B_IW_SLC__1SDV_20181024T181717_20181024T181744_013298_01895D_793F.SAFE,2018-10-24T18:17:17Z,0,1,1,True,S1B_IW_SLC__1SDV_20181024T181717_20181024T181744_013298_01895D_793F,30.0,1
S1_S1B_IW_SLC__1SDV_20190516T100545_20190516T100611_016268_01E9DC_427C:scene,S1_S1B_IW_SLC__1SDV_20190516T100545_20190516T100611_016268_01E9DC_427C,deduplicated_global_s1,S1B_IW_SLC__1SDV_20190516T100545_20190516T100611_016268_01E9DC_427C,Global_S1,2019-05-16,2019-05-16T10:05:45Z,s1_catalogue,scene,1,S1B_IW_SLC__1SDV_20190516T100545_20190516T100611_016268_01E9DC_427C.SAFE,2019-05-16T10:05:45Z,0,1,1,True,S1B_IW_SLC__1SDV_20190516T100545_20190516T100611_016268_01E9DC_427C,30.0,1
S1_S1B_IW_SLC__1SDV_20190516T100609_20190516T100636_016268_01E9DC_EE45:scene,S1_S1B_IW_SLC__1SDV_20190516T100609_20190516T100636_016268_01E9DC_EE45,deduplicated_global_s1,S1B_IW_SLC__1SDV_20190516T100609_20190516T100636_016268_01E9DC_EE45,Global_S1,2019-05-16,2019-05-16T10:06:09Z,s1_catalogue,scene,1,S1B_IW_SLC__1SDV_20190516T100609_20190516T100636_016268_01E9DC_EE45.SAFE,2019-05-16T10:06:09Z,0,1,1,True,S1B_IW_SLC__1SDV_20190516T100609_20190516T100636_016268_01E9DC_EE45,30.0,1
S1_S1B_IW_SLC__1SDV_20210626T161500_20210626T161527_027530_03494A_A037:scene,S1_S1B_IW_SLC__1SDV_20210626T161500_20210626T161527_027530_03494A_A037,deduplicated_global_s1,S1B_IW_SLC__1SDV_20210626T161500_20210626T161527_027530_03494A_A037,Global_S1,2021-06-26,2021-06-26T16:15:00Z,s1_catalogue,scene,1,S1B_IW_SLC__1SDV_20210626T161500_20210626T161527_027530_03494A_A037.SAFE,2021-06-26T16:15:00Z,0,1,1,True,S1B_IW_SLC__1SDV_20210626T161500_20210626T161527_027530_03494A_A037,30.0,1
