patch_index,obs_id,source_id,timestamp,centroid_lon,centroid_lat,estimated_patch_area_m2,validation_type,source_type,planet_status,planet_item_id,planet_acquired,planet_delta_hours,planet_search_window_hours,planet_available_assets,planet_preferred_asset_type,planet_product_bundle,planet_cloud_cover,planet_clear_percent,planet_quality_category,planet_error,quick_search_curl,item_curl,assets_curl,activate_asset_curl,orders_clip_curl,orders_status_curl
16,141ddc5d-7ab9-4a52-8479-fb363dbf2705,S1A_20210623T1641,2021-06-23T16:41:00.000Z,19.287395,43.759150,118299.163,IN_SITU,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2021-05-24T16:41:00Z"",""lte"":""2021-07-23T16:41:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_016_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_016_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_016_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_016"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_016_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
17,2dd31802-297e-445f-bb86-85630d090d18,S1A_20210605T0446,2021-06-05T04:46:00.000Z,19.287395,43.759150,118299.163,IN_SITU,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2021-05-06T04:46:00Z"",""lte"":""2021-07-05T04:46:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_017_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_017_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_017_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_017"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_017_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
18,8e2bbf02-61ec-452c-9fc6-4ce9f4c9491a,S1A_20210529T0455,2021-05-29T04:55:00.000Z,19.287395,43.759150,118299.163,IN_SITU,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2021-04-29T04:55:00Z"",""lte"":""2021-06-28T04:55:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_018_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_018_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_018_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_018"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_018_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
19,f521a4f4-dd63-499b-a8e5-cd0db7e57ba4,S1A_20210524T0446,2021-05-24T04:46:00.000Z,19.287395,43.759150,118299.163,IN_SITU,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2021-04-24T04:46:00Z"",""lte"":""2021-06-23T04:46:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_019_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_019_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_019_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_019"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_019_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
20,7179555b-d477-4799-a8d8-4be28c2ff685,S1A_20210506T1641,2021-05-06T16:41:00.000Z,19.287395,43.759150,118299.163,IN_SITU,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2021-04-06T16:41:00Z"",""lte"":""2021-06-05T16:41:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_020_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_020_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_020_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_020"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_020_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
21,05e9c78d-fa17-4609-aa3d-5c9870b5722b,S1A_20210424T1641,2021-04-24T16:41:00.000Z,19.287395,43.759150,118299.163,IN_SITU,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2021-03-25T16:41:00Z"",""lte"":""2021-05-24T16:41:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_021_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_021_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_021_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_021"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_021_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
22,47547a65-11f0-4540-93fb-227bad49ae81,S1B_20210406T1641,2021-04-06T16:41:00.000Z,19.287395,43.759150,118299.163,IN_SITU,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2021-03-07T16:41:00Z"",""lte"":""2021-05-06T16:41:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_022_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_022_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_022_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_022"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_022_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
23,8fe3676d-b164-410b-a7d0-a77bc42d63c9,S1B_20210401T1632,2021-04-01T16:32:00.000Z,19.287395,43.759150,118299.163,IN_SITU,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2021-03-02T16:32:00Z"",""lte"":""2021-05-01T16:32:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_023_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_023_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_023_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_023"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_023_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
24,c8e7893a-792a-49ae-920e-d3b64bf802a4,S1B_20210325T1641,2021-03-25T16:41:00.000Z,19.287395,43.759150,118299.163,IN_SITU,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2021-02-23T16:41:00Z"",""lte"":""2021-04-24T16:41:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_024_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_024_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_024_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_024"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_024_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
25,155c2d7d-110e-4041-a86b-8ad8d33aba1c,S1B_20210307T0446,2021-03-07T04:46:00.000Z,19.287395,43.759150,118299.163,IN_SITU,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2021-02-05T04:46:00Z"",""lte"":""2021-04-06T04:46:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_025_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_025_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_025_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_025"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_025_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
26,da4bfb13-c625-4655-a1ad-101af28758e0,S1B_20210223T0446,2021-02-23T04:46:00.000Z,19.287395,43.759150,118299.163,IN_SITU,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2021-01-24T04:46:00Z"",""lte"":""2021-03-25T04:46:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_026_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_026_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_026_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_026"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_026_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
27,986cb23b-f7b6-49a1-8c5e-f27c4c6657aa,S1B_20210124T1641,2021-01-24T16:41:00.000Z,19.287395,43.759150,118299.163,IN_SITU,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2020-12-25T16:41:00Z"",""lte"":""2021-02-23T16:41:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_027_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_027_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_027_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_027"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_027_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
28,d39f4713-cafa-43a8-9e58-83627e5fa0f8,S1B_20210119T1632,2021-01-19T16:32:00.000Z,19.287395,43.759150,118299.163,IN_SITU,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2020-12-20T16:32:00Z"",""lte"":""2021-02-18T16:32:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_028_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_028_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_028_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_028"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_028_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
29,54583c6f-d50f-4fe8-9c17-6c84ffee527b,S1A_20210406T0446,2021-04-06T04:46:00.000Z,19.287395,43.759150,118299.163,IN_SITU,"SATELLITE,LEO,OPTICAL,SAR,SENTINEL1,SENTINEL2",unresolved_no_api_key,,,,,,,"analytic_udm2,analytic_8b_udm2",,,,,"curl -X POST ""https://api.planet.com/data/v1/quick-search?_sort=acquired%20asc&_page_size=250"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""item_types"":[""PSScene""],""geometry"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]},""filter"":{""type"":""DateRangeFilter"",""field_name"":""acquired"",""config"":{""gte"":""2021-03-07T04:46:00Z"",""lte"":""2021-05-06T04:46:00Z""}}}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_029_ITEM_ID""","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_029_ITEM_ID/assets""","curl -X POST -u ""$PL_API_KEY:"" ""https://api.planet.com/data/v1/item-types/PSScene/items/PATCH_029_ITEM_ID/assets/ortho_analytic_4b/activate""","curl -X POST ""https://api.planet.com/compute/ops/orders/v2"" -u ""$PL_API_KEY:"" -H ""Content-Type: application/json"" -d '{""name"":""mireia_patch_029"",""source_type"":""scenes"",""products"":[{""item_ids"":[""PATCH_029_ITEM_ID""],""item_type"":""PSScene"",""product_bundle"":""analytic_udm2,analytic_8b_udm2""}],""tools"":[{""clip"":{""aoi"":{""type"":""Polygon"",""coordinates"":[[[19.284825,43.757864],[19.289964,43.757864],[19.289964,43.760436],[19.284825,43.760436],[19.284825,43.757864]]]}}}]}'","curl -u ""$PL_API_KEY:"" ""https://api.planet.com/compute/ops/orders/v2/YOUR_ORDER_ID"""
